name,scores_overall,rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,year
Université du Québec,45.4–49.0,4750,33.7,509,33.8,384,57.2,844,71.5,397,74.3,344,"51,748",18.4,11%,58 : 42,2024
Rensselaer Polytechnic Institute,45.4–49.0,4760,34.1,490,30.3,463,60.9,760,89.9,167,78.7,273,"7,496",15.3,20%,31 : 69,2024
Royal Veterinary College,45.4–49.0,4770,30.0,688,20.7,784,75.6,430,61.1,625,95.1,47,"2,275",10.3,32%,80 : 20,2024
Universiti Sains Malaysia,45.4–49.0,4780,42.9,244,27.8,519,60.0,783,53.7,741,71.9,376,"24,850",12.1,28%,63 : 37,2024
Saint Louis University,45.4–49.0,4790,41.1,280,16.3,1028,80.9,303,60.6,634,42.0,1052,"11,041",7.3,6%,61 : 39,2024
SOAS University of London,45.4–49.0,4800,42.5,252,36.1,324,60.2,776,15.6,1902,80.4,251,"4,845",14.9,45%,65 : 35,2024
University of South Carolina-Columbia,45.4–49.0,4810,35.9,433,24.6,626,75.1,437,63.4,580,59.2,600,"32,770",16.9,5%,56 : 44,2024
Stevens Institute of Technology,45.4–49.0,4820,26.9,881,25.3,599,74.6,452,62.4,606,80.8,243,"6,393",18.6,30%,29 : 71,2024
University of Stirling,45.4–49.0,4830,23.0,1153,26.2,563,82.4,278,41.0,954,91.4,109,"10,650",18.7,28%,64 : 36,2024
Sumy State University,45.4–49.0,4840,24.3,1059,13.5,1258,68.9,583,20.0,1533,63.2,513,"8,449",12.0,24%,45 : 55,2024
Syracuse University,45.4–49.0,4850,33.8,505,28.2,513,73.3,476,72.7,375,56.5,653,"19,214",14.1,21%,53 : 47,2024
Taipei Medical University,45.4–49.0,4860,47.4,170,32.6,407,60.9,761,85.1,208,48.5,854,"5,993",8.9,10%,59 : 41,2024
University of Tehran,45.4–49.0,4870,37.7,367,28.4,506,71.9,512,60.5,636,33.6,1370,"54,890",26.6,2%,5 : 95,2024
Universiti Teknologi Malaysia,45.4–49.0,4880,44.1,218,29.3,490,65.0,674,55.0,724,71.5,385,"20,863",12.7,26%,45 : 55,2024
Tokyo Medical and Dental University (TMDU),45.4–49.0,4890,46.7,179,31.3,435,53.4,936,99.0,68,39.0,1151,"2,990",4.4,12%,57 : 43,2024
TU Dortmund University,45.4–49.0,4900,35.7,439,42.2,224,62.3,727,72.0,388,57.3,637,"19,477",56.0,15%,49 : 51,2024
Tulane University,45.4–49.0,4910,42.9,245,24.4,635,73.1,480,67.8,485,50.7,783,"12,217",7.7,9%,60 : 40,2024
University of Turin,45.4–49.0,4920,23.0,1154,30.1,470,84.5,225,74.4,346,45.5,944,"63,232",29.5,6%,61 : 39,2024
Umeå University,45.4–49.0,4930,26.0,939,33.5,392,80.2,317,60.6,635,64.9,487,"18,773",13.8,12%,61 : 39,2024
Universiti Utara Malaysia,45.4–49.0,4940,38.4,352,27.6,526,69.7,562,28.1,1235,78.7,274,"12,229",11.5,30%,73 : 27,2024
University of Vaasa,45.4–49.0,4950,22.0,1230,27.7,523,90.3,122,39.5,995,65.3,480,"3,927",18.8,4%,53 : 47,2024
Verona University,45.4–49.0,4960,29.6,717,26.2,564,84.1,235,67.0,500,46.0,932,"20,968",26.0,4%,64 : 36,2024
Victoria University,45.4–49.0,4970,27.4,857,29.9,476,73.1,482,57.2,702,75.5,324,"14,113",40.0,19%,57 : 43,2024
Victoria University of Wellington,45.4–49.0,4980,28.6,769,34.1,377,69.4,570,58.4,669,80.3,252,"18,231",19.4,17%,58 : 42,2024
Virginia Commonwealth University,45.4–49.0,4990,36.4,416,23.2,680,82.8,264,72.7,376,36.5,1260,"25,944",10.6,3%,63 : 37,2024
University of Waikato,45.4–49.0,5000,26.1,931,31.0,444,74.3,459,72.4,377,89.8,130,"10,538",20.7,26%,61 : 39,2024
Wake Forest University,45.4–49.0,5010,39.6,321,22.0,732,80.6,309,78.5,283,38.7,1164,"8,293",4.1,9%,54 : 46,2024
Zayed University,45.4–49.0,5020,28.3,794,25.4,593,85.7,196,35.0,1091,74.5,338,"9,036",14.4,2%,87 : 13,2024
Aberystwyth University,41.9–45.3,5030,26.3,918,23.0,684,68.5,593,62.4,603,87.3,160,"6,180",15.6,23%,51 : 49,2024
Åbo Akademi University,41.9–45.3,5040,29.5,718,31.6,425,59.3,794,67.1,496,68.1,429,"5,637",18.2,13%,60 : 40,2024
Ajou University,41.9–45.3,5050,35.6,440,37.7,297,52.8,945,92.3,142,48.0,866,"7,714",14.9,17%,41 : 59,2024
University of Alaska Fairbanks,41.9–45.3,5060,34.5,476,31.0,442,63.1,705,47.5,852,70.1,405,"2,829",7.9,6%,55 : 45,2024
Alfaisal University,41.9–45.3,5070,24.1,1072,15.2,1102,72.7,488,42.1,934,97.7,11,"3,274",10.8,32%,56 : 44,2024
American University of Beirut,41.9–45.3,5080,29.7,703,17.9,923,73.5,471,66.0,527,72.9,364,"8,722",8.7,20%,49 : 51,2024
Anglia Ruskin University (ARU),41.9–45.3,5090,20.2,1354,16.3,1024,84.8,214,19.0,1586,94.2,61,"17,200",24.1,41%,61 : 39,2024
Anna University,41.9–45.3,5100,32.0,589,26.3,561,72.4,499,51.0,791,20.4,1852,"12,824",13.1,1%,41 : 59,2024
University of L’Aquila,41.9–45.3,5110,32.1,582,22.8,692,73.2,477,70.9,409,36.4,1261,"18,822",31.7,5%,55 : 45,2024
Auburn University,41.9–45.3,5120,36.0,424,25.7,581,59.6,789,69.3,448,57.7,628,"27,670",18.2,8%,50 : 50,2024
Babol Noshirvani University of Technology,41.9–45.3,5130,21.5,1261,21.5,747,94.4,55,28.4,1223,25.3,1688,"5,815",26.7,0%,34 : 66,2024
Bar-Ilan University,41.9–45.3,5140,30.0,683,34.1,374,54.1,911,85.8,197,46.8,894,"19,599",19.0,4%,61 : 39,2024
Beirut Arab University,41.9–45.3,5150,48.5,151,24.6,621,47.3,1073,18.6,1616,88.2,148,"4,834",10.4,21%,45 : 55,2024
Ben-Gurion University of the Negev,41.9–45.3,5160,34.1,488,30.6,450,59.0,802,71.6,393,34.5,1334,"17,265",21.3,2%,52 : 48,2024
University of Bradford,41.9–45.3,5170,23.3,1128,22.4,714,73.8,466,58.1,677,90.1,127,"8,970",19.5,31%,57 : 43,2024
Brighton and Sussex Medical School,41.9–45.3,5180,26.6,899,22.0,728,74.4,453,37.8,1023,93.1,82,25,0.3,26%,60 : 40,2024
Ca’ Foscari University of Venice,41.9–45.3,5190,34.2,485,36.3,319,52.8,946,64.7,554,63.0,517,"15,053",29.5,7%,66 : 34,2024
University of Calabria,41.9–45.3,5200,34.9,464,19.5,838,69.6,564,47.4,853,43.2,1006,"12,784",16.1,5%,62 : 38,2024
University of Canterbury,41.9–45.3,5210,28.6,763,30.9,445,62.4,720,68.2,473,85.1,187,"16,102",22.0,18%,52 : 48,2024
Carleton University,41.9–45.3,5220,22.6,1174,31.2,436,67.0,621,75.5,325,77.2,292,"29,656",29.4,21%,50 : 50,2024
Central Queensland University,41.9–45.3,5230,19.7,1398,26.7,548,76.0,417,39.5,994,65.3,478,"12,874",25.6,11%,65 : 35,2024
"China University of Petroleum, Beijing",41.9–45.3,5240,31.6,607,37.5,299,56.6,855,81.8,240,30.1,1493,"18,061",18.6,7%,0,2024
Complutense University of Madrid,41.9–45.3,5250,40.3,299,29.4,485,58.8,803,52.1,768,46.7,901,"59,814",11.8,10%,62 : 38,2024
Concordia University,41.9–45.3,5260,25.7,956,29.3,486,66.2,644,66.3,519,86.6,174,"36,749",34.6,34%,50 : 50,2024
University of Côte d’Azur,41.9–45.3,5270,28.4,780,22.0,729,65.6,661,62.4,605,80.6,247,"33,024",20.5,20%,56 : 44,2024
University of Crete,41.9–45.3,5280,19.9,1378,25.7,583,76.5,403,64.5,557,47.4,877,"14,119",26.5,4%,63 : 37,2024
University of Cyprus,41.9–45.3,5290,22.5,1185,25.8,578,75.3,434,64.3,560,77.7,282,"6,907",20.0,14%,61 : 39,2024
University of Denver,41.9–45.3,5300,39.9,310,24.3,636,64.2,687,55.8,716,31.2,1451,"10,367",13.6,5%,60 : 40,2024
Donghua University,41.9–45.3,5310,27.8,814,22.1,722,72.8,487,85.3,205,39.9,1119,"23,099",14.7,6%,44 : 56,2024
University of Eastern Finland,41.9–45.3,5320,28.9,746,31.2,437,69.7,561,67.4,490,48.5,851,"12,237",18.5,5%,67 : 33,2024
Edinburgh Napier University,41.9–45.3,5330,18.1,1541,18.4,894,77.9,369,47.7,849,93.7,67,"12,415",22.4,34%,52 : 48,2024
ENSTA Bretagne,41.9–45.3,5340,39.4,326,28.6,503,48.1,1054,75.5,326,68.9,422,652,8.6,18%,26 : 74,2024
University of Ferrara,41.9–45.3,5350,29.6,713,24.9,617,74.3,456,66.9,502,44.7,967,"23,010",34.8,5%,62 : 38,2024
University of Granada,41.9–45.3,5360,28.5,774,26.6,552,65.7,657,52.2,765,52.6,723,"55,523",14.7,9%,59 : 41,2024
University of Graz,41.9–45.3,5370,29.2,735,21.8,738,66.9,623,51.2,788,81.3,234,"12,830",12.6,17%,66 : 34,2024
Graz University of Technology,41.9–45.3,5380,40.4,296,21.4,750,51.5,977,91.5,148,81.5,232,"6,660",8.2,24%,26 : 74,2024
University of Greenwich,41.9–45.3,5390,17.8,1567,17.5,940,81.2,298,40.9,956,97.2,19,"17,095",21.8,46%,58 : 42,2024
Hamburg University of Technology,41.9–45.3,5400,37.6,371,24.5,628,53.0,942,79.5,270,61.4,550,"4,246",26.4,23%,29 : 71,2024
University of Houston,41.9–45.3,5410,33.8,499,29.7,481,65.8,654,70.2,428,50.8,778,"47,963",26.3,7%,52 : 48,2024
University of Huddersfield,41.9–45.3,5420,28.3,786,25.0,609,66.3,642,44.4,903,88.4,144,"14,270",19.8,26%,58 : 42,2024
University of Iceland,41.9–45.3,5430,23.4,1121,34.0,378,70.6,547,75.6,323,55.8,663,"9,899",17.0,12%,68 : 32,2024
Istanbul Technical University,41.9–45.3,5440,35.8,436,36.6,312,51.8,970,87.3,183,45.8,937,"19,055",25.8,14%,42 : 58,2024
Jamia Millia Islamia,41.9–45.3,5450,41.1,279,14.4,1164,75.7,425,37.5,1028,39.7,1126,"10,235",11.2,4%,52 : 48,2024
Jinan University,41.9–45.3,5460,25.9,943,22.8,694,73.5,472,43.6,911,63.1,515,"37,555",15.0,30%,60 : 40,2024
Keele University,41.9–45.3,5470,21.5,1265,24.6,622,73.3,474,66.1,523,81.3,235,"9,610",15.8,15%,60 : 40,2024
King Khalid University,41.9–45.3,5480,29.8,698,20.1,804,70.3,554,48.6,831,91.0,117,"32,078",8.3,16%,61 : 39,2024
University of Klagenfurt,41.9–45.3,5490,31.2,631,19.4,843,72.4,501,48.1,838,87.6,156,"3,479",10.0,31%,67 : 33,2024
University of KwaZulu-Natal,41.9–45.3,5500,31.5,614,34.8,354,63.7,698,39.7,985,55.9,662,"33,039",27.6,2%,60 : 40,2024
Kyungpook National University,41.9–45.3,5510,33.2,535,38.1,284,51.5,979,96.2,100,50.2,798,"18,432",20.1,14%,45 : 55,2024
Lebanese American University,41.9–45.3,5520,26.7,892,13.2,1286,76.4,406,32.8,1129,84.2,199,"7,100",10.1,17%,52 : 48,2024
Leuphana University of Lüneburg,41.9–45.3,5530,25.5,971,22.9,690,85.3,202,25.8,1305,59.8,587,"7,773",22.5,7%,62 : 38,2024
University of Lincoln,41.9–45.3,5540,19.9,1381,18.7,882,82.2,283,24.7,1343,80.2,253,"15,020",16.1,13%,55 : 45,2024
Liverpool John Moores University,41.9–45.3,5550,21.6,1257,19.3,848,77.7,375,35.4,1084,83.0,209,"23,200",18.1,16%,54 : 46,2024
Mahatma Gandhi University,41.9–45.3,5560,38.8,342,38.1,286,62.3,725,23.2,1391,28.1,1573,"2,045",20.5,2%,60 : 40,2024
Manchester Metropolitan University,41.9–45.3,5570,20.5,1336,18.5,888,77.4,384,57.7,690,80.6,248,"30,985",17.4,19%,58 : 42,2024
Massey University,41.9–45.3,5580,28.7,756,28.2,512,60.5,767,77.6,293,87.5,157,"17,883",17.4,27%,64 : 36,2024
Memorial University of Newfoundland,41.9–45.3,5590,27.5,844,24.5,629,60.9,758,83.2,223,85.7,182,"16,318",15.1,23%,55 : 45,2024
University of Messina,41.9–45.3,5600,30.5,668,25.3,597,79.1,342,59.5,655,34.1,1352,"13,509",21.1,3%,63 : 37,2024
Middlesex University,41.9–45.3,5610,22.8,1166,18.5,890,80.0,323,46.8,867,93.4,76,"15,545",18.3,50%,59 : 41,2024
University of Mons,41.9–45.3,5620,24.8,1018,32.5,409,63.9,693,64.0,568,71.5,384,"8,132",28.1,18%,56 : 44,2024
Nantes Université,41.9–45.3,5630,29.2,736,25.2,602,67.2,618,64.1,564,55.0,674,"36,654",24.5,9%,56 : 44,2024
National Cheng Kung University (NCKU),41.9–45.3,5640,35.4,450,39.2,259,47.2,1075,100.0,18,40.8,1089,"20,971",15.9,11%,37 : 63,2024
National and Kapodistrian University of Athens,41.9–45.3,5650,22.6,1179,23.9,659,77.3,387,89.8,168,56.6,651,"67,934",34.0,11%,59 : 41,2024
National Taiwan Normal University,41.9–45.3,5660,35.0,462,32.0,417,51.4,983,92.7,139,50.4,792,"10,878",12.3,12%,0,2024
National Yunlin University of Science and Technology,41.9–45.3,5670,20.5,1338,27.3,531,74.6,450,69.1,453,43.2,1011,"9,151",21.5,6%,43 : 57,2024
Nazarbayev University,41.9–45.3,5680,25.4,976,29.5,484,65.9,651,40.4,972,74.3,343,"5,847",13.9,3%,52 : 48,2024
University of Nebraska Medical Center,41.9–45.3,5690,36.9,393,16.4,1018,77.8,373,66.1,524,41.3,1071,"3,318",2.0,7%,71 : 29,2024
University of Nicosia,41.9–45.3,5700,22.6,1180,21.0,768,76.1,412,26.3,1287,91.2,113,"4,754",13.0,54%,53 : 47,2024
Northumbria University,41.9–45.3,5710,21.5,1270,22.7,701,75.8,423,40.4,973,90.0,128,"23,815",16.1,22%,54 : 46,2024
Nottingham Trent University,41.9–45.3,5720,20.7,1322,14.3,1179,84.6,221,37.3,1035,88.5,143,"32,545",15.4,21%,55 : 45,2024
NOVA University of Lisbon,41.9–45.3,5730,29.5,721,33.7,387,61.5,744,71.5,396,62.0,542,"22,140",17.8,20%,51 : 49,2024
Polytechnic University of Bari,41.9–45.3,5740,23.0,1151,27.6,525,76.9,397,59.9,648,42.5,1030,"10,460",43.0,1%,29 : 71,2024
University of Pretoria,41.9–45.3,5750,31.2,633,34.3,370,56.7,853,69.9,434,61.4,553,"37,315",22.1,6%,59 : 41,2024
Pusan National University,41.9–45.3,5760,39.2,329,39.1,260,45.1,1115,86.6,190,37.8,1206,"17,195",16.9,10%,55 : 45,2024
Universiti Putra Malaysia,41.9–45.3,5770,36.0,427,30.5,457,51.2,991,64.9,552,80.7,246,"19,001",11.3,27%,65 : 35,2024
Rovira i Virgili University,41.9–45.3,5780,27.4,855,24.3,639,68.1,601,49.7,815,58.9,606,"13,656",13.3,13%,60 : 40,2024
Rush University,41.9–45.3,5790,41.3,273,14.2,1191,78.0,368,56.0,714,28.9,1547,"2,848",2.1,1%,76 : 24,2024
University of Salerno,41.9–45.3,5800,21.9,1242,24.4,634,79.2,340,52.4,762,37.4,1223,"26,142",26.5,2%,55 : 45,2024
Sciences Po,41.9–45.3,5810,32.4,575,25.6,588,60.1,777,17.2,1739,84.6,194,"12,445",42.6,32%,63 : 37,2024
Shanghai University,41.9–45.3,5820,31.8,600,38.0,292,62.7,712,71.3,401,42.9,1020,"38,015",13.0,6%,51 : 49,2024
Shiraz University of Technology,41.9–45.3,5830,37.0,389,22.8,695,77.7,376,32.6,1135,33.7,1364,"1,372",12.9,0%,39 : 61,2024
Shoolini University of Biotechnology and Management Sciences,41.9–45.3,5840,27.6,836,17.9,926,85.2,207,17.7,1689,70.0,407,"3,251",15.3,1%,47 : 53,2024
University of Siena,41.9–45.3,5850,25.0,1006,25.6,589,75.9,421,74.9,338,48.7,843,"13,115",18.1,10%,63 : 37,2024
"Soochow University, China",41.9–45.3,5860,27.7,826,24.3,640,79.8,325,75.6,324,30.6,1476,"47,295",15.8,3%,52 : 48,2024
Southern Cross University,41.9–45.3,5870,23.5,1114,27.7,521,65.4,669,52.8,757,73.7,355,"10,381",48.7,23%,66 : 34,2024
University of the Sunshine Coast,41.9–45.3,5880,20.9,1310,27.7,522,70.2,556,37.3,1038,69.1,419,"11,542",29.8,13%,69 : 31,2024
University of Tabriz,41.9–45.3,5890,26.7,896,23.4,673,80.1,319,43.1,920,40.8,1091,"20,177",26.7,4%,52 : 48,2024
Tabriz University of Medical Sciences,41.9–45.3,5900,43.0,239,15.1,1117,73.1,479,29.9,1186,30.2,1492,"8,065",9.3,2%,54 : 46,2024
Taif University,41.9–45.3,5910,18.3,1532,17.8,931,84.1,234,20.9,1488,75.6,321,"36,059",19.4,3%,55 : 45,2024
The University of Texas at San Antonio,41.9–45.3,5920,21.0,1303,22.5,712,79.2,341,63.6,576,42.8,1024,"28,469",26.4,3%,52 : 48,2024
Tomsk State University,41.9–45.3,5930,49.2,140,40.0,250,31.8,1405,53.8,740,79.1,263,"7,930",11.6,37%,0,2024
University of Trieste,41.9–45.3,5940,31.9,593,25.1,608,74.2,462,52.3,763,52.0,739,"17,196",26.0,7%,57 : 43,2024
TU Braunschweig,41.9–45.3,5950,34.5,478,24.0,655,61.5,745,77.0,302,60.6,573,"18,384",19.6,18%,41 : 59,2024
The University of Tulsa,41.9–45.3,5960,36.1,423,17.2,958,71.9,513,52.9,755,44.6,972,"4,110",10.8,9%,49 : 51,2024
UiT The Arctic University of Norway,41.9–45.3,5970,27.7,827,22.1,726,68.8,588,54.0,739,65.6,474,"15,114",10.6,8%,57 : 43,2024
University of Ulsan,41.9–45.3,5980,29.4,729,26.6,553,69.0,580,86.6,191,25.2,1698,"12,223",10.8,4%,48 : 52,2024
University of Valencia,41.9–45.3,5990,28.9,751,25.6,590,75.7,426,58.2,676,49.2,824,"49,165",13.7,9%,60 : 40,2024
Wayne State University,41.9–45.3,6000,36.4,417,20.4,795,70.2,557,79.3,273,41.8,1062,"22,523",13.0,5%,61 : 39,2024
University of the West of England,41.9–45.3,6010,19.5,1426,15.0,1128,82.6,269,30.2,1178,78.6,277,"26,890",15.9,25%,52 : 48,2024
University of Windsor,41.9–45.3,6020,28.7,761,29.8,478,56.7,854,60.7,630,90.8,120,"14,849",34.1,35%,0,2024
University of Wuppertal,41.9–45.3,6030,29.8,702,29.8,479,67.3,616,64.6,556,55.0,676,"14,699",35.4,10%,54 : 46,2024
Yangzhou University,41.9–45.3,6040,32.8,556,24.6,627,64.9,675,66.7,513,54.0,694,"29,221",12.5,13%,63 : 37,2024
Abdul Wali Khan University Mardan,37.0–41.8,6050,18.4,1512,12.6,1343,80.4,313,21.8,1446,49.0,826,"11,681",22.8,0%,26 : 74,2024
Air University,37.0–41.8,6060,24.2,1065,12.5,1356,81.5,292,39.5,993,48.7,839,"7,806",12.8,0%,34 : 66,2024
The University of Aizu,37.0–41.8,6070,26.6,898,13.8,1220,58.6,807,63.7,573,82.6,212,"1,221",11.5,12%,11 : 89,2024
The University of Alabama,37.0–41.8,6080,26.0,932,21.2,756,64.4,683,46.6,872,39.3,1137,"34,810",21.6,4%,57 : 43,2024
Alagappa University,37.0–41.8,6090,34.8,467,12.8,1318,64.8,676,23.2,1388,44.4,974,"5,020",15.8,0%,62 : 38,2024
Aligarh Muslim University,37.0–41.8,6100,41.1,277,14.0,1202,61.6,740,34.3,1104,38.2,1180,"20,428",12.0,1%,40 : 60,2024
Amedeo Avogadro University of Eastern Piedmont,37.0–41.8,6110,12.7,1856,23.5,668,71.3,527,47.1,861,48.2,858,"14,981",40.8,7%,61 : 39,2024
American University,37.0–41.8,6120,35.2,454,17.1,959,57.2,842,38.5,1010,46.5,914,"12,771",12.0,12%,62 : 38,2024
American University of Sharjah,37.0–41.8,6130,24.5,1040,26.3,560,57.9,824,27.9,1236,88.6,141,"4,737",12.5,74%,54 : 46,2024
University of Arkansas,37.0–41.8,6140,27.4,847,30.5,453,62.6,714,67.3,491,36.2,1266,"25,318",18.6,4%,55 : 45,2024
University of Aveiro,37.0–41.8,6150,27.1,866,30.2,464,57.3,835,48.1,836,48.6,844,"13,563",16.3,11%,54 : 46,2024
Babol University of Medical Sciences,37.0–41.8,6160,41.7,267,12.0,1405,70.5,551,18.0,1662,21.0,1840,"4,135",11.7,0%,57 : 43,2024
Banaras Hindu University,37.0–41.8,6170,47.2,172,16.4,1012,66.4,640,26.8,1266,25.0,1702,"12,620",8.0,3%,43 : 57,2024
University of Bari Aldo Moro,37.0–41.8,6180,19.8,1386,21.8,737,78.3,356,57.8,685,37.5,1216,"30,486",20.0,2%,62 : 38,2024
University of the Basque Country,37.0–41.8,6190,27.0,873,23.9,656,65.8,652,65.5,536,46.2,921,"38,301",13.8,5%,55 : 45,2024
Baylor University,37.0–41.8,6200,39.2,328,19.7,828,61.3,746,54.8,728,38.6,1165,"20,859",19.0,6%,61 : 39,2024
University of Beira Interior,37.0–41.8,6210,20.1,1364,22.2,719,65.4,668,36.7,1054,52.3,729,"8,248",17.4,18%,52 : 48,2024
Bharathiar University,37.0–41.8,6220,36.7,400,32.6,403,48.0,1059,34.6,1098,31.1,1458,"3,887",18.2,0%,62 : 38,2024
Bilkent University,37.0–41.8,6230,27.8,813,26.0,569,48.8,1044,91.4,152,70.0,406,"9,109",14.8,8%,46 : 54,2024
Birmingham City University,37.0–41.8,6240,17.3,1605,11.8,1422,77.8,372,23.2,1389,81.9,222,"24,575",17.2,26%,63 : 37,2024
Boğaziçi University,37.0–41.8,6250,26.1,929,26.6,550,57.4,831,59.6,653,50.6,785,"12,877",23.5,2%,45 : 55,2024
University of Campania Luigi Vanvitelli,37.0–41.8,6260,25.6,964,9.6,1697,79.0,343,47.7,848,31.6,1441,"28,065",28.9,2%,45 : 55,2024
Cankaya University,37.0–41.8,6270,14.0,1800,15.4,1085,83.4,248,17.0,1751,51.0,769,"6,685",24.0,1%,44 : 56,2024
University of Cape Coast,37.0–41.8,6280,16.5,1659,23.8,663,71.0,536,44.6,900,46.9,892,"32,167",38.6,0%,33 : 67,2024
Capital Medical University,37.0–41.8,6290,35.9,430,20.9,773,65.8,653,46.0,879,26.4,1646,"15,347",4.9,5%,64 : 36,2024
Capital University of Science and Technology,37.0–41.8,6300,13.4,1824,16.1,1039,82.0,284,22.2,1432,46.6,908,"6,237",28.0,0%,36 : 64,2024
The Catholic University of America,37.0–41.8,6310,44.4,211,20.0,810,45.6,1106,68.7,461,51.7,748,"3,930",11.2,6%,55 : 45,2024
The Catholic University of Korea,37.0–41.8,6320,30.7,651,38.7,265,42.9,1168,89.9,165,36.2,1267,"7,389",17.9,7%,57 : 43,2024
Chang Gung University,37.0–41.8,6330,26.5,907,34.6,358,47.2,1074,95.5,113,28.5,1558,"7,017",12.3,5%,49 : 51,2024
Chulalongkorn University,37.0–41.8,6340,36.7,402,32.2,414,50.2,1017,76.6,307,44.1,985,"34,552",12.7,3%,56 : 44,2024
Clark University,37.0–41.8,6350,26.6,900,20.8,781,66.8,627,54.0,737,70.5,400,"3,217",12.2,27%,59 : 41,2024
COMSATS University Islamabad,37.0–41.8,6360,17.9,1554,16.6,998,88.2,151,30.5,1170,50.0,801,"34,323",16.0,1%,42 : 58,2024
University of Córdoba,37.0–41.8,6370,27.0,874,19.9,815,62.6,715,41.9,940,52.3,731,"17,070",12.9,11%,57 : 43,2024
Coventry University,37.0–41.8,6380,20.9,1305,14.9,1132,69.6,565,26.8,1267,95.6,35,"32,635",14.9,48%,48 : 52,2024
Cyprus University of Technology,37.0–41.8,6390,29.4,725,19.1,859,63.3,703,21.9,1441,71.2,389,"3,157",15.3,14%,57 : 43,2024
University of Debrecen,37.0–41.8,6400,41.2,275,22.5,706,40.7,1209,51.1,789,59.7,590,"19,964",12.0,24%,56 : 44,2024
De Montfort University,37.0–41.8,6410,17.8,1563,15.1,1111,71.0,537,45.0,892,93.9,65,"23,125",18.5,37%,56 : 44,2024
University of Derby,37.0–41.8,6420,18.5,1504,12.8,1322,71.8,514,26.5,1281,75.0,329,"16,170",15.8,18%,60 : 40,2024
Duy Tan University,37.0–41.8,6430,12.1,1872,14.2,1186,87.5,163,17.4,1711,52.5,725,"23,951",24.3,0%,57 : 43,2024
East China University of Science and Technology,37.0–41.8,6440,29.9,693,25.8,579,60.2,769,87.1,186,23.2,1768,"30,974",18.0,2%,44 : 56,2024
Eastern Mediterranean University,37.0–41.8,6450,26.0,933,15.2,1105,73.8,467,35.9,1078,75.5,322,"13,809",25.4,75%,44 : 56,2024
École Centrale de Lyon,37.0–41.8,6460,36.0,425,25.7,584,32.6,1384,82.5,235,79.2,262,"2,286",16.4,24%,27 : 73,2024
École des Mines de Saint-Étienne,37.0–41.8,6470,44.3,212,31.4,431,34.5,1334,77.3,300,70.6,398,"1,089",9.8,24%,27 : 73,2024
École Nationale des Travaux Publics de l'État (ENTPE),37.0–41.8,6480,32.1,583,37.0,303,31.3,1416,80.8,253,67.7,435,800,14.8,14%,42 : 58,2024
Egypt-Japan University of Science and Technology (E-JUST),37.0–41.8,6490,34.2,486,27.6,524,62.4,721,27.7,1243,51.5,753,"1,751",18.4,3%,32 : 68,2024
"University of Engineering and Technology, Taxila",37.0–41.8,6500,16.4,1667,12.8,1323,82.6,268,17.1,1742,48.5,852,"5,561",19.4,2%,17 : 83,2024
Universidade Estadual Paulista (Unesp),37.0–41.8,6510,41.5,270,33.1,400,38.1,1256,40.5,970,38.6,1166,"34,828",12.8,4%,54 : 46,2024
Ewha Womans University,37.0–41.8,6520,37.6,370,35.3,342,44.5,1132,82.8,232,49.6,814,"13,999",16.7,15%,100 : 0,2024
Federal University of Rio de Janeiro,37.0–41.8,6530,41.8,265,36.0,325,36.7,1283,81.0,251,35.9,1282,"52,534",13.5,1%,55 : 45,2024
Universidade Federal do Rio Grande do Sul,37.0–41.8,6540,36.4,415,22.5,707,54.1,912,52.9,753,34.1,1350,"45,760",16.5,1%,51 : 49,2024
Federation University Australia,37.0–41.8,6550,20.9,1307,17.2,955,71.3,529,41.7,943,85.8,177,"9,166",16.8,38%,70 : 30,2024
University of Foggia,37.0–41.8,6560,24.3,1055,24.7,619,65.5,664,30.6,1167,30.3,1488,"7,845",33.2,1%,63 : 37,2024
Gabriele d‘Annunzio University,37.0–41.8,6570,16.3,1675,18.3,901,71.7,517,59.9,647,40.6,1097,"23,336",31.7,2%,65 : 35,2024
Glasgow Caledonian University,37.0–41.8,6580,20.7,1319,13.9,1209,66.7,630,46.1,877,75.6,318,"14,840",24.1,18%,58 : 42,2024
